# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SMO	ENSG00000128602	ENST00000249373	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
SNCAIP	ENSG00000064692	ENST00000261367	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SNCAIP	ENSG00000064692	ENST00000261368	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SNCAIP	ENSG00000064692	ENST00000509154	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SOS1	ENSG00000115904	ENST00000395038	protein_coding	1	1	0	4	1	0	0	0	0	0	1	3	0	0	0	0	0	1	0
SOS1	ENSG00000115904	ENST00000402219	protein_coding	1	1	0	4	1	0	0	0	0	0	1	3	0	0	0	0	0	1	0
SOS1	ENSG00000115904	ENST00000451331	protein_coding	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
SOS1	ENSG00000115904	ENST00000685279	protein_coding	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SOS1	ENSG00000115904	ENST00000691229	protein_coding	1	1	0	3	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0
SOS1	ENSG00000115904	ENST00000692089	protein_coding	1	1	0	4	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0
SOS1	ENSG00000115904	ENST00000692227	protein_coding	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
SPRED1	ENSG00000166068	ENST00000299084	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SPRED1	ENSG00000166068	ENST00000561317	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SRC	ENSG00000197122	ENST00000358208	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SRC	ENSG00000197122	ENST00000373558	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SRC	ENSG00000197122	ENST00000373567	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SRC	ENSG00000197122	ENST00000373578	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SRC	ENSG00000197122	ENST00000692112	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SRC	ENSG00000197122	ENST00000692423	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
STK11	ENSG00000118046	ENST00000326873	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
STK11	ENSG00000118046	ENST00000585748	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
STK11	ENSG00000118046	ENST00000585851	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
STK11	ENSG00000118046	ENST00000652231	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SUFU	ENSG00000107882	ENST00000369899	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
SUFU	ENSG00000107882	ENST00000369902	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
SUFU	ENSG00000107882	ENST00000423559	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
TET2	ENSG00000168769	ENST00000305737	protein_coding	4	0	2	0	0	0	0	1	0	0	3	0	1	0	0	0	1	0	0
TET2	ENSG00000168769	ENST00000380013	protein_coding	4	1	2	0	0	0	0	1	0	0	3	0	1	0	0	0	1	1	0
TET2	ENSG00000168769	ENST00000413648	protein_coding	4	0	2	0	0	0	0	1	0	0	3	0	1	0	0	0	1	0	0
TET2	ENSG00000168769	ENST00000513237	protein_coding	4	1	2	0	0	0	0	1	0	0	3	0	1	0	0	0	1	1	0
TET2	ENSG00000168769	ENST00000514870	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
TET2	ENSG00000168769	ENST00000540549	protein_coding	4	1	2	0	0	0	0	1	0	0	3	0	1	0	0	0	1	1	0
TMPRSS2	ENSG00000184012	ENST00000332149	protein_coding	0	0	1	14	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000398585	protein_coding	0	0	1	14	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000424093	protein_coding	0	0	1	14	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000454499	protein_coding	0	0	1	14	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000455813	protein_coding	0	0	1	13	0	0	0	0	0	0	0	12	1	0	0	0	0	0	1
TMPRSS2	ENSG00000184012	ENST00000458356	protein_coding	0	0	1	14	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000676973	protein_coding	0	0	1	14	0	0	1	0	0	0	0	13	1	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000678171	protein_coding	0	0	1	14	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000678348	protein_coding	0	0	1	14	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000678743	protein_coding	0	0	0	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000679016	protein_coding	0	0	1	14	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000679054	protein_coding	0	0	1	14	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000679263	protein_coding	0	0	1	14	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0
TRRAP	ENSG00000196367	ENST00000355540	protein_coding	2	0	2	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0
TRRAP	ENSG00000196367	ENST00000359863	protein_coding	2	0	2	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0
TRRAP	ENSG00000196367	ENST00000446306	protein_coding	2	0	2	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0
TRRAP	ENSG00000196367	ENST00000456197	protein_coding	2	0	2	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0
TRRAP	ENSG00000196367	ENST00000628380	protein_coding	2	0	2	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0
TYK2	ENSG00000105397	ENST00000264818	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TYK2	ENSG00000105397	ENST00000524462	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TYK2	ENSG00000105397	ENST00000525220	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TYK2	ENSG00000105397	ENST00000525621	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TYK2	ENSG00000105397	ENST00000525976	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TYK2	ENSG00000105397	ENST00000529370	protein_coding	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
TYK2	ENSG00000105397	ENST00000530560	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
UGT1A1	ENSG00000241635	ENST00000305208	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UGT1A1	ENSG00000241635	ENST00000360418	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UGT1A10	ENSG00000242515	ENST00000344644	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UGT1A10	ENSG00000242515	ENST00000373445	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UGT1A3	ENSG00000288702	ENST00000482026	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UGT1A4	ENSG00000244474	ENST00000373409	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UGT1A5	ENSG00000288705	ENST00000373414	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UGT1A6	ENSG00000167165	ENST00000305139	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UGT1A6	ENSG00000167165	ENST00000373424	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UGT1A6	ENSG00000167165	ENST00000406651	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UGT1A7	ENSG00000244122	ENST00000373426	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UGT1A8	ENSG00000242366	ENST00000373450	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UGT1A9	ENSG00000241119	ENST00000354728	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
VHL	ENSG00000134086	ENST00000256474	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
VHL	ENSG00000134086	ENST00000345392	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000332351	protein_coding	0	0	1	3	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000379079	protein_coding	0	1	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1
WT1	ENSG00000184937	ENST00000448076	protein_coding	0	0	1	3	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000452863	protein_coding	0	0	1	3	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000527882	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000530998	protein_coding	0	1	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1
WT1	ENSG00000184937	ENST00000639563	protein_coding	0	0	1	3	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000640146	protein_coding	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
ZMYM3	ENSG00000147130	ENST00000314425	protein_coding	2	1	2	6	0	0	0	0	0	0	2	6	2	0	0	0	0	1	0
ZMYM3	ENSG00000147130	ENST00000373978	protein_coding	2	0	0	9	0	0	0	0	0	7	2	2	0	0	0	0	0	0	0
ZMYM3	ENSG00000147130	ENST00000373981	protein_coding	2	0	0	9	0	0	0	0	0	7	2	2	0	0	0	0	0	0	0
ZMYM3	ENSG00000147130	ENST00000373982	protein_coding	2	0	0	9	0	0	0	0	0	7	2	2	0	0	0	0	0	0	0
ZMYM3	ENSG00000147130	ENST00000373984	protein_coding	2	1	2	6	0	0	0	0	0	0	2	6	2	0	0	0	0	1	0
ZMYM3	ENSG00000147130	ENST00000373988	protein_coding	2	1	2	6	0	0	0	0	0	0	2	6	2	0	0	0	0	1	0
ZMYM3	ENSG00000147130	ENST00000373998	protein_coding	2	1	2	6	0	0	0	0	0	0	2	6	2	0	0	0	0	1	0
