# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RET	ENSG00000165731	ENST00000340058	protein_coding	1	0	2	3	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0
RET	ENSG00000165731	ENST00000355710	protein_coding	1	0	2	3	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0
RET	ENSG00000165731	ENST00000498820	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
RET	ENSG00000165731	ENST00000615310	protein_coding	1	0	2	3	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0
ROS1	ENSG00000047936	ENST00000368507	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
ROS1	ENSG00000047936	ENST00000368508	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
ROS1	ENSG00000047936	ENST00000403284	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RPS6KB1	ENSG00000108443	ENST00000225577	protein_coding	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RPS6KB1	ENSG00000108443	ENST00000393021	protein_coding	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RPS6KB1	ENSG00000108443	ENST00000406116	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
RPS6KB1	ENSG00000108443	ENST00000443572	protein_coding	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
RPS6KB1	ENSG00000108443	ENST00000592726	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RUNX1	ENSG00000159216	ENST00000300305	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000344691	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000399240	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000437180	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000675419	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RXRA	ENSG00000186350	ENST00000481739	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RXRB	ENSG00000204231	ENST00000374680	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
RXRB	ENSG00000204231	ENST00000374685	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
RXRG	ENSG00000143171	ENST00000359842	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
RXRG	ENSG00000143171	ENST00000619224	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
SHH	ENSG00000164690	ENST00000297261	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
SHH	ENSG00000164690	ENST00000430104	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
SHOC2	ENSG00000108061	ENST00000265277	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SHOC2	ENSG00000108061	ENST00000369452	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SHOC2	ENSG00000108061	ENST00000451838	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SHOC2	ENSG00000108061	ENST00000685059	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SHOC2	ENSG00000108061	ENST00000688928	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SHOC2	ENSG00000108061	ENST00000689118	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SHOC2	ENSG00000108061	ENST00000689300	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SHOC2	ENSG00000108061	ENST00000689997	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SHOC2	ENSG00000108061	ENST00000691369	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SHOC2	ENSG00000108061	ENST00000691441	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SHOC2	ENSG00000108061	ENST00000691903	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SHOC2	ENSG00000108061	ENST00000692776	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SLC22A1	ENSG00000175003	ENST00000324965	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC22A1	ENSG00000175003	ENST00000366963	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC22A1	ENSG00000175003	ENST00000457470	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC22A1	ENSG00000175003	ENST00000540443	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC22A2	ENSG00000112499	ENST00000366952	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SLC22A2	ENSG00000112499	ENST00000366953	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
SLC34A2	ENSG00000157765	ENST00000382051	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000503434	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000504570	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000507530	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000513204	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000645788	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SLC39A7	ENSG00000112473	ENST00000374675	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SLC39A7	ENSG00000112473	ENST00000374677	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SLC39A7	ENSG00000112473	ENST00000444757	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SLC45A3	ENSG00000158715	ENST00000367145	protein_coding	0	0	1	14	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000342988	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000398417	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000588745	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000588860	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000589076	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000589941	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000590061	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000344626	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000429416	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000444061	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000538456	protein_coding	0	1	1	3	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000541122	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000586985	protein_coding	0	1	1	3	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000589677	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000590574	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000591545	protein_coding	1	0	3	1	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000592158	protein_coding	0	0	1	4	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000642350	protein_coding	0	1	4	3	0	0	0	1	1	0	0	0	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000642508	protein_coding	0	1	1	3	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000642628	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000642726	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000643208	protein_coding	0	1	4	3	0	0	0	1	1	0	0	0	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000643296	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000643534	protein_coding	0	1	3	4	0	0	0	1	1	0	0	0	3	1	0	0	0	0	1	1
SMARCA4	ENSG00000127616	ENST00000643549	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000643857	protein_coding	0	1	3	4	0	0	0	1	1	0	0	0	3	1	0	0	0	0	1	1
SMARCA4	ENSG00000127616	ENST00000643995	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000644065	protein_coding	0	1	4	4	0	0	0	1	1	0	0	0	3	2	0	0	0	0	1	1
SMARCA4	ENSG00000127616	ENST00000644737	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000644760	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644963	protein_coding	0	1	4	4	0	0	0	1	1	0	0	0	3	2	0	0	0	0	1	1
SMARCA4	ENSG00000127616	ENST00000645236	protein_coding	0	1	1	3	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000645460	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000646183	protein_coding	0	1	3	4	0	0	0	1	1	0	0	0	3	1	0	0	0	0	1	1
SMARCA4	ENSG00000127616	ENST00000646484	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000646510	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000646513	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000646693	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000646746	protein_coding	0	1	3	4	0	0	0	1	1	0	0	0	3	1	0	0	0	0	1	1
SMARCA4	ENSG00000127616	ENST00000647230	protein_coding	1	1	4	3	0	0	0	1	1	0	0	1	3	2	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000647268	protein_coding	0	1	3	4	0	0	0	1	1	0	0	0	3	1	0	0	0	0	1	1
SMARCB1	ENSG00000099956	ENST00000263121	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000344921	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000407082	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000407422	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000417137	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000634926	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000635578	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000644036	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SNAPC5	ENSG00000174446	ENST00000395589	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC5	ENSG00000174446	ENST00000563480	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNCAIP	ENSG00000064692	ENST00000261367	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
SNCAIP	ENSG00000064692	ENST00000261368	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
SNCAIP	ENSG00000064692	ENST00000506272	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
SNCAIP	ENSG00000064692	ENST00000508681	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
SNCAIP	ENSG00000064692	ENST00000509154	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
SNCAIP	ENSG00000064692	ENST00000514467	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
SNCAIP	ENSG00000064692	ENST00000514497	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SOS1	ENSG00000115904	ENST00000395038	protein_coding	1	1	3	1	0	0	0	0	0	0	0	1	2	3	0	0	1	0	0	0
SOS1	ENSG00000115904	ENST00000402219	protein_coding	1	1	3	1	0	0	0	0	0	0	0	1	2	3	0	0	1	0	0	0
SOS1	ENSG00000115904	ENST00000451331	protein_coding	0	1	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SOS1	ENSG00000115904	ENST00000685279	protein_coding	1	1	1	1	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0
SOS1	ENSG00000115904	ENST00000691229	protein_coding	0	1	3	1	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0
SOS1	ENSG00000115904	ENST00000692089	protein_coding	0	1	3	2	0	0	0	0	0	0	0	0	3	3	0	0	1	0	0	0
SOS1	ENSG00000115904	ENST00000692227	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1
SRC	ENSG00000197122	ENST00000358208	protein_coding	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SRC	ENSG00000197122	ENST00000373558	protein_coding	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SRC	ENSG00000197122	ENST00000373567	protein_coding	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SRC	ENSG00000197122	ENST00000373578	protein_coding	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SRC	ENSG00000197122	ENST00000692112	protein_coding	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SRC	ENSG00000197122	ENST00000692423	protein_coding	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SUFU	ENSG00000107882	ENST00000369899	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
SUFU	ENSG00000107882	ENST00000369902	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
SUFU	ENSG00000107882	ENST00000423559	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
TET2	ENSG00000168769	ENST00000305737	protein_coding	2	0	1	2	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0
TET2	ENSG00000168769	ENST00000380013	protein_coding	2	0	1	2	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0
TET2	ENSG00000168769	ENST00000413648	protein_coding	2	0	1	2	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0
TET2	ENSG00000168769	ENST00000513237	protein_coding	3	0	1	1	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0
TET2	ENSG00000168769	ENST00000514870	protein_coding	0	0	0	5	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0
TET2	ENSG00000168769	ENST00000540549	protein_coding	2	0	1	2	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000332149	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000398585	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000424093	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000454499	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000455813	protein_coding	0	0	0	17	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	2
TMPRSS2	ENSG00000184012	ENST00000458356	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000676973	protein_coding	0	0	0	17	0	0	1	0	0	0	0	0	15	0	0	0	0	0	0	1
TMPRSS2	ENSG00000184012	ENST00000678171	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000678348	protein_coding	0	0	0	17	0	0	1	0	0	0	0	0	16	0	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000678743	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000679016	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000679054	protein_coding	0	0	0	17	0	0	1	0	0	0	0	0	16	0	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000679263	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
TRRAP	ENSG00000196367	ENST00000355540	protein_coding	2	2	0	5	0	0	0	0	0	0	0	2	7	0	0	0	2	0	0	0
TRRAP	ENSG00000196367	ENST00000359863	protein_coding	2	2	0	5	0	0	0	0	0	0	0	2	7	0	0	0	2	0	0	0
TRRAP	ENSG00000196367	ENST00000417523	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRRAP	ENSG00000196367	ENST00000446306	protein_coding	2	2	0	5	0	0	0	0	0	0	0	2	7	0	0	0	2	0	0	0
TRRAP	ENSG00000196367	ENST00000456197	protein_coding	2	2	0	5	0	0	0	0	0	0	0	2	7	0	0	0	2	0	0	0
TRRAP	ENSG00000196367	ENST00000628380	protein_coding	2	2	0	5	0	0	0	0	0	0	0	2	7	0	0	0	2	0	0	0
UTY	ENSG00000183878	ENST00000329134	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UTY	ENSG00000183878	ENST00000331397	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UTY	ENSG00000183878	ENST00000362096	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UTY	ENSG00000183878	ENST00000382896	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
UTY	ENSG00000183878	ENST00000537580	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
UTY	ENSG00000183878	ENST00000538878	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UTY	ENSG00000183878	ENST00000540140	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
UTY	ENSG00000183878	ENST00000545955	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
UTY	ENSG00000183878	ENST00000612274	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
UTY	ENSG00000183878	ENST00000617789	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UTY	ENSG00000183878	ENST00000618474	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UTY	ENSG00000183878	ENST00000624098	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
UTY	ENSG00000183878	ENST00000682913	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
VHL	ENSG00000134086	ENST00000256474	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VHL	ENSG00000134086	ENST00000345392	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000332351	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000379079	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000448076	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000452863	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000527882	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000530998	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000639563	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000640146	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
YES1	ENSG00000176105	ENST00000314574	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YES1	ENSG00000176105	ENST00000577961	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YES1	ENSG00000176105	ENST00000584307	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ZMYM3	ENSG00000147130	ENST00000314425	protein_coding	5	1	3	4	0	0	0	0	0	0	0	5	5	3	0	0	1	0	0	0
ZMYM3	ENSG00000147130	ENST00000373978	protein_coding	1	0	1	8	0	0	0	0	0	0	7	1	1	1	0	0	0	0	0	0
ZMYM3	ENSG00000147130	ENST00000373981	protein_coding	2	0	1	7	0	0	0	0	0	0	7	2	0	1	0	0	0	0	0	0
ZMYM3	ENSG00000147130	ENST00000373982	protein_coding	2	0	1	7	0	0	0	0	0	0	7	2	0	1	0	0	0	0	0	0
ZMYM3	ENSG00000147130	ENST00000373984	protein_coding	4	1	3	5	0	0	0	0	0	0	0	4	6	3	0	0	1	0	0	0
ZMYM3	ENSG00000147130	ENST00000373988	protein_coding	5	1	3	4	0	0	0	0	0	0	0	5	5	3	0	0	1	0	0	0
ZMYM3	ENSG00000147130	ENST00000373998	protein_coding	5	1	3	4	0	0	0	0	0	0	0	5	5	3	0	0	1	0	0	0
ZNF710	ENSG00000140548	ENST00000268154	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
