# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
STRADA	ENSG00000266173	ENST00000579549	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000580288	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000580338	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000582030	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000582137	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000584110	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SYNGR3	ENSG00000127561	ENST00000248121	protein_coding	0	1	0	7	0	1	1	0	6	0	0	0	0	0	0	0	0
SYNGR3	ENSG00000127561	ENST00000562045	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	1
SYNGR3	ENSG00000127561	ENST00000563869	protein_coding	0	0	0	4	0	0	0	0	3	0	1	0	0	0	0	0	0
SYNGR3	ENSG00000127561	ENST00000568896	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
SYP	ENSG00000102003	ENST00000263233	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
SYP	ENSG00000102003	ENST00000472598	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
SYP	ENSG00000102003	ENST00000479808	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
SYP	ENSG00000102003	ENST00000538567	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
TACC3	ENSG00000013810	ENST00000313288	protein_coding	0	0	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0
TACC3	ENSG00000013810	ENST00000458173	protein_coding	0	0	0	6	0	0	0	0	2	0	4	0	0	0	0	0	0
TACC3	ENSG00000013810	ENST00000470136	protein_coding	0	0	0	12	0	0	0	0	1	0	7	0	0	0	0	0	4
TACC3	ENSG00000013810	ENST00000485989	protein_coding	0	0	0	12	0	0	0	0	1	0	11	0	0	0	0	0	0
TACC3	ENSG00000013810	ENST00000493975	protein_coding	0	0	0	6	0	0	0	0	2	0	4	0	0	0	0	0	0
TACO1	ENSG00000136463	ENST00000258975	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TEAD3	ENSG00000007866	ENST00000338863	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
TEAD3	ENSG00000007866	ENST00000402886	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
TENM1	ENSG00000009694	ENST00000371130	protein_coding	0	0	0	13	0	0	0	0	0	0	12	0	0	0	0	0	1
TENM1	ENSG00000009694	ENST00000422452	protein_coding	0	0	0	13	0	0	0	0	0	0	12	0	0	0	0	0	1
TFEB	ENSG00000112561	ENST00000230323	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000358871	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000373033	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000394283	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000403298	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000416140	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000419396	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000420312	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000424495	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000425401	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000433032	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000445700	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000354825	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000355445	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000437003	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000546962	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
TMEM116	ENSG00000198270	ENST00000549425	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
TMEM116	ENSG00000198270	ENST00000549537	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000550037	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
TMEM116	ENSG00000198270	ENST00000550233	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
TMEM116	ENSG00000198270	ENST00000550800	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
TMEM116	ENSG00000198270	ENST00000550831	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000552374	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TMEM129	ENSG00000168936	ENST00000303277	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
TMEM129	ENSG00000168936	ENST00000382936	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
TMEM129	ENSG00000168936	ENST00000536901	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
TMEM178B	ENSG00000261115	ENST00000565468	protein_coding	0	0	0	15	0	0	0	0	0	0	15	0	0	0	0	0	0
TMEM63A	ENSG00000196187	ENST00000366835	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
TMEM63A	ENSG00000196187	ENST00000436966	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TMEM98	ENSG00000006042	ENST00000261713	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TMEM98	ENSG00000006042	ENST00000394642	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TMEM98	ENSG00000006042	ENST00000395149	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TMEM98	ENSG00000006042	ENST00000439138	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TMEM98	ENSG00000006042	ENST00000578289	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TMEM98	ENSG00000006042	ENST00000579849	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TMEM98	ENSG00000006042	ENST00000583437	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000315050	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000389378	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000517504	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000518977	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000520931	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000521591	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000522226	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000523200	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000523338	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000524280	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TP53AIP1	ENSG00000120471	ENST00000458238	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TP53AIP1	ENSG00000120471	ENST00000530777	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
TP53AIP1	ENSG00000120471	ENST00000531399	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TP53AIP1	ENSG00000120471	ENST00000602346	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
TRIM43	ENSG00000144015	ENST00000272395	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TRPC1	ENSG00000144935	ENST00000273482	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
TRPC1	ENSG00000144935	ENST00000476941	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
TSEN2	ENSG00000154743	ENST00000412698	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TSSK1B	ENSG00000212122	ENST00000390666	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TTC28	ENSG00000100154	ENST00000397906	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000354749	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000355666	protein_coding	0	1	0	2	0	0	0	0	1	0	2	0	0	1	0	0	0
TTC3	ENSG00000182670	ENST00000399010	protein_coding	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0
TTC3	ENSG00000182670	ENST00000399017	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000418766	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000428693	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000438055	protein_coding	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0
TTC3	ENSG00000182670	ENST00000450533	protein_coding	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0
TTC3	ENSG00000182670	ENST00000540756	protein_coding	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0
TTLL13	ENSG00000213471	ENST00000339615	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	1
TTLL13	ENSG00000213471	ENST00000438251	protein_coding	0	0	0	4	0	0	0	0	1	0	2	0	0	0	0	0	1
TULP4	ENSG00000130338	ENST00000367094	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
TULP4	ENSG00000130338	ENST00000367097	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
TYK2	ENSG00000105397	ENST00000264818	protein_coding	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	6
TYK2	ENSG00000105397	ENST00000524462	protein_coding	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	5
TYK2	ENSG00000105397	ENST00000525621	protein_coding	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	5
TYK2	ENSG00000105397	ENST00000529370	protein_coding	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	5
TYK2	ENSG00000105397	ENST00000530829	protein_coding	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	5
TYK2	ENSG00000105397	ENST00000531836	protein_coding	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	5
UBE2D2	ENSG00000131508	ENST00000511725	protein_coding	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	1
USP32	ENSG00000170832	ENST00000300896	protein_coding	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0
USP32	ENSG00000170832	ENST00000393003	protein_coding	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0
USP32	ENSG00000170832	ENST00000588898	protein_coding	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0
USP32	ENSG00000170832	ENST00000589335	protein_coding	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0
USP32	ENSG00000170832	ENST00000590133	protein_coding	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0
VCP	ENSG00000165280	ENST00000358901	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
VCP	ENSG00000165280	ENST00000417448	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
VCP	ENSG00000165280	ENST00000448530	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
VPS9D1	ENSG00000075399	ENST00000389386	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
VPS9D1	ENSG00000075399	ENST00000561976	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
VPS9D1	ENSG00000075399	ENST00000565023	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
VRK2	ENSG00000028116	ENST00000417641	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
VRK2	ENSG00000028116	ENST00000435505	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000332351	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000379079	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000448076	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000452863	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000526685	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000527775	protein_coding	0	0	0	5	0	0	0	0	1	0	4	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000527882	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000530998	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
YIPF2	ENSG00000130733	ENST00000253031	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0
YIPF2	ENSG00000130733	ENST00000585858	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
YIPF2	ENSG00000130733	ENST00000586575	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
YIPF2	ENSG00000130733	ENST00000586748	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0
YIPF2	ENSG00000130733	ENST00000587943	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
YIPF2	ENSG00000130733	ENST00000588347	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
YIPF2	ENSG00000130733	ENST00000589971	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0
YIPF2	ENSG00000130733	ENST00000590329	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
YIPF2	ENSG00000130733	ENST00000591872	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
YIPF2	ENSG00000130733	ENST00000592646	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0
YIPF6	ENSG00000181704	ENST00000374622	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
YIPF6	ENSG00000181704	ENST00000451537	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
YIPF6	ENSG00000181704	ENST00000462683	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
ZBTB2	ENSG00000181472	ENST00000325144	protein_coding	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	4
ZC3H3	ENSG00000014164	ENST00000262577	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
ZNF276	ENSG00000158805	ENST00000289816	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
ZNF276	ENSG00000158805	ENST00000443381	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
ZNF276	ENSG00000158805	ENST00000446326	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
ZNF276	ENSG00000158805	ENST00000568064	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
ZNF33B	ENSG00000196693	ENST00000359467	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000335901	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ZNF398	ENSG00000197024	ENST00000420008	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000426851	protein_coding	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	0	2
ZNF398	ENSG00000197024	ENST00000475153	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000483892	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000491174	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000540950	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF425	ENSG00000204947	ENST00000378061	protein_coding	0	1	1	6	0	0	0	0	0	0	6	1	0	0	0	1	0
ZNF425	ENSG00000204947	ENST00000483014	protein_coding	0	1	1	6	0	0	0	0	0	0	6	1	0	0	0	1	0
ZNF501	ENSG00000186446	ENST00000396048	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF598	ENSG00000167962	ENST00000431526	protein_coding	1	2	1	8	0	0	0	0	3	1	3	1	0	0	0	2	2
ZNF598	ENSG00000167962	ENST00000562103	protein_coding	1	2	1	8	0	0	0	0	3	1	3	1	0	0	0	2	2
ZNF598	ENSG00000167962	ENST00000563630	protein_coding	1	2	1	8	0	0	0	0	3	1	3	1	0	0	0	2	2
ZNF683	ENSG00000176083	ENST00000349618	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF683	ENSG00000176083	ENST00000374204	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF683	ENSG00000176083	ENST00000403843	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF683	ENSG00000176083	ENST00000416125	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF683	ENSG00000176083	ENST00000423508	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF683	ENSG00000176083	ENST00000436292	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF683	ENSG00000176083	ENST00000451801	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
ZNF683	ENSG00000176083	ENST00000453132	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF683	ENSG00000176083	ENST00000454975	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
ZNF683	ENSG00000176083	ENST00000455900	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNRF3	ENSG00000183579	ENST00000332811	protein_coding	0	0	0	22	0	0	0	0	0	0	21	0	0	0	0	0	1
ZNRF3	ENSG00000183579	ENST00000544604	protein_coding	0	0	0	22	0	0	0	0	0	0	21	0	0	0	0	0	1
